label,duration,start.time,peak.freq(max),peak.freq(mean),peak.freq(minentire),peak.freq(maxentire),file.name
flat-mz - harmx,0.2734,132.8081,34600,34100,31700,40000,T0000105
flat - harmx,0.2498,133.1957,34100,33200,31200,35600,T0000105
flat - harmx,0.0675,133.5398,34100,34600,32700,35600,T0000105
flat - harmx,0.1761,133.7287,34100,33600,32200,35100,T0000105
flat,0.0563,134.23,33600,33600,32200,35100,T0000105
flat,0.0742,134.4015,33600,33600,32700,34100,T0000105
flat,0.1576,136.3609,33200,33600,32700,35600,T0000105
flat,0.0225,137.2288,42900,42900,42400,43900,T0000105
short,0.004,139.4995,39000,39000,39000,39000,T0000105
flat,0.0363,140.0273,35100,35100,34600,37500,T0000105
flat,0.0455,141.614,46300,45800,44900,47800,T0000105
inverted-u,0.0296,145.0511,47800,47800,43900,48300,T0000105
flat,0.0394,145.6035,42400,41500,41000,42400,T0000105
flat,0.1203,148.9136,32700,32700,31700,33600,T0000105
flat,0.0967,149.6366,43900,45800,43400,46800,T0000105
flat-z,0.1177,149.8224,40000,41000,34600,41900,T0000105
step down - harmx,0.1556,150.1772,36600,38000,35100,62900,T0000105
flat - harmx,0.1228,151.8371,39000,38500,33600,40000,T0000105
flat-mz - harmx,0.0819,156.0785,34100,34100,33200,37500,T0000105
short,0.0117,156.3929,56100,56100,55600,56600,T0000105
flat,0.0312,156.6259,43400,42400,41900,44400,T0000105
flat,0.0419,156.7672,46300,45400,44900,47300,T0000105
flat,0.0322,157.1374,62000,62000,61500,62500,T0000105
flat,0.0302,157.4953,43400,43400,42400,43900,T0000105
step down,0.0404,157.8598,62000,62000,48300,62900,T0000105
flat-z,0.0814,158.3892,42900,43400,42400,54100,T0000105
flat,0.0245,158.699,46300,45400,44900,48800,T0000105
downward ramp,0.1699,158.8346,45400,44900,34600,48800,T0000105
flat,0.0435,159.0522,41500,39000,37500,44900,T0000105
short,0.0117,159.1644,59500,59500,58500,60500,T0000105
short,0.0117,159.769,49300,49800,48800,50200,T0000105
flat,0.0435,160.0542,50700,50200,47800,55600,T0000105
flat,0.0261,160.2472,48800,48300,47800,49800,T0000105
short,0.0046,160.6056,46800,46800,46800,47300,T0000105
flat,0.0276,160.729,46800,46800,45400,47800,T0000105
flat,0.0199,160.8268,48800,49300,48300,49300,T0000105
flat-z,0.1054,161.1985,49300,49300,43900,51200,T0000105
short,0.004,162.3971,53200,53200,52700,53700,T0000105
flat,0.024,162.5528,53700,53200,52700,55600,T0000105
short,0.0056,162.6439,49300,49300,48800,49300,T0000105
flat - harmx,0.1029,162.7386,55100,54100,50700,56100,T0000105
flat,0.0537,162.9941,49800,50200,46800,51700,T0000105
short,0.0046,163.2593,31200,30700,30700,31200,T0000105
short,0.0097,164.1963,42900,43400,42400,44900,T0000105
short,0.0081,164.5153,44400,44400,43900,44400,T0000105
flat,0.0445,164.5619,44400,43900,42400,45400,T0000105
flat,0.0588,164.6428,43900,46300,42400,47800,T0000105
complex,0.0522,164.8128,51200,50700,47800,55600,T0000105
flat,0.131,165.3831,42400,41900,39000,43400,T0000105
flat ,0.1428,165.6453,35100,35100,34100,36100,T0000105
flat,0.131,166.1393,34100,34100,33600,34600,T0000105
flat,0.0926,166.3703,33600,33600,33600,34100,T0000105
flat,0.0179,168.366,40000,39500,38000,41500,T0000105
flat,0.0184,168.8115,40000,40500,40000,40000,T0000105
unclear,0.0496,169.4981,43400,42900,42400,63400,T0000105
flat,0.0542,169.6568,37100,38500,35100,39500,T0000105
flat-z - harmx,0.2877,170.6393,46300,45800,40500,47300,T0000105
flat-mz - harmx,0.2078,171.0187,43400,42900,34600,43900,T0000105
flat,0.0839,173.0928,35600,35100,33600,36600,T0000105
flat - harmx,0.0896,173.4543,34600,34600,32700,34600,T0000105
short,0.0112,173.9985,,34600,109800,0,T0000105
flat,0.0133,174.5244,44400,44400,44400,44400,T0000105
step down,0.0368,175.0548,72700,71700,45800,72700,T0000105
short,0.004,175.2683,64900,64400,63900,64900,T0000105
short,0.0087,177.4151,42400,42400,42400,42400,T0000105
flat,0.1571,177.4633,42400,40500,39500,43900,T0000105
flat,0.0552,177.6476,40500,42400,39500,43900,T0000105
flat,0.0988,177.8252,42900,42400,39500,43400,T0000105
flat-mz ,0.1264,177.9614,41000,40500,34100,41500,T0000105
flat - harmx,0.0824,178.137,41000,40500,39000,42900,T0000105
flat,0.046,178.5303,41900,43400,41000,44900,T0000105
complex,0.0409,178.7601,60500,60000,59500,63400,T0000105
flat,0.0445,179.9024,43900,43900,43400,44900,T0000105
flat,0.0517,180.6535,43400,44400,42900,47300,T0000105
flat - harmx,0.1034,180.8,42400,41500,39000,42900,T0000105
complex,0.0424,180.9899,44400,43900,42400,46300,T0000105
flat,0.0389,181.1578,42400,41500,40500,43400,T0000105
short,0.0051,192.2483,67300,66800,66800,67300,T0000105
flat,0.0409,192.9548,46300,46300,44900,48300,T0000105
flat,0.0184,194.9762,47300,47800,46800,48300,T0000105
flat,0.0209,195.1344,49300,48800,47300,49800,T0000105
flat,0.0563,195.2937,43900,42900,41900,43900,T0000105
short,0.0107,195.521,44400,43900,44400,44900,T0000105
flat,0.1157,195.6147,44900,44900,42900,45400,T0000105
short,0.0025,197.1031,71700,72200,71700,72200,T0000105
flat,0.0235,197.2275,48300,48300,47800,48300,T0000105
flat,0.1095,197.419,40000,40000,39000,40500,T0000105
flat,0.0286,197.9612,45400,44900,42400,45400,T0000105
flat,0.024,198.1117,42900,43400,41900,43900,T0000105
step down,0.0629,201.5728,49800,49300,48300,72200,T0000105
flat ,0.1996,201.9589,41500,41000,32700,42900,T0000105
complex,0.15,202.2497,41500,38500,36600,41500,T0000105
flat-mz - harmx,0.0476,203.6428,40500,40500,37100,41000,T0000105
flat-z,0.0184,203.7247,56600,56100,53200,57600,T0000105
flat,0.1607,203.8609,34600,34600,33600,35600,T0000105
flat,0.0179,204.845,45800,46800,45400,47800,T0000105
short,0.0081,205.2894,58100,57600,56100,58100,T0000105
short,0.0076,205.7144,70800,70800,69800,71200,T0000105
flat,0.0194,205.8562,48800,48800,45800,49800,T0000105
step down,0.0363,205.9914,63900,44400,42900,64400,T0000105
upward ramp,0.0179,206.1649,68800,68300,64900,69300,T0000105
short,0.004,206.3057,61500,61500,61500,62000,T0000105
short,0.0081,207.4967,49300,48800,48800,49300,T0000105
flat,0.046,216.7019,44400,44400,42900,44900,T0000105
complex,0.1495,216.7705,46800,46800,42900,48300,T0000105
flat,0.0655,220.9889,44400,43900,42900,44900,T0000105
flat,0.045,226.114,47800,48300,47300,49800,T0000105
short,0.0035,228.8276,57600,57600,57600,58100,T0000105
short,0.0071,229.739,40500,40500,40000,40500,T0000105
flat,0.0476,230.0293,43400,43400,41900,44400,T0000105
flat,0.0133,231.7726,54600,54600,54100,55100,T0000105
flat,0.0614,232.0993,52700,51700,49800,52700,T0000105
flat,0.0481,232.4684,49300,49800,49300,51200,T0000105
short,0.0061,235.7401,61500,61000,61500,61500,T0000105
flat,0.0875,249.367,42400,42900,41900,46300,T0000105
flat,0.1525,249.5426,41900,42400,39000,45400,T0000105
flat,0.1495,250.35,34600,34100,32700,36100,T0000105
flat,0.0153,251.1918,42400,42400,41900,43900,T0000105
flat,0.0496,252.1528,41900,41900,40500,43400,T0000105
unclear,0.0271,254.8992,29200,28300,28300,58100,T0000105
flat,0.0291,255.3185,51200,50200,48300,51700,T0000105
upward ramp,0.0256,255.4485,52700,49800,46300,53700,T0000105
flat - harmx,0.065,255.5581,50200,50200,48300,51700,T0000105
short,0.0076,256.0056,50200,49300,49800,50200,T0000105
flat,0.0445,256.1279,50700,48300,48300,52200,T0000105
flat,0.0266,256.6758,40500,40000,40000,41000,T0000105
flat,0.0399,257.2738,42900,43400,42400,44900,T0000105
flat,0.0235,257.4197,44900,45400,43400,46300,T0000105
flat,0.0332,257.5657,40500,40500,40000,41500,T0000105
flat,0.0174,257.8979,50700,51700,50700,53200,T0000105
flat,0.0337,260.3166,41500,41000,40500,41900,T0000105
flat,0.0133,260.4815,39000,38500,38000,39000,T0000105
short,0.0061,260.6525,41900,41900,41900,42400,T0000105
flat,0.0389,260.7984,38000,38000,37100,40500,T0000105
short,0.0046,261.4999,52200,51700,49300,52700,T0000105
complex,0.066,261.6898,47300,46800,43900,48800,T0000105
flat ,0.0337,262.1593,45400,45400,45400,45800,T0000105
flat-z,0.0435,262.7189,41500,41500,39500,42400,T0000105
flat,0.0788,262.8572,39000,38500,37500,41900,T0000105
flat,0.0337,263.0374,40000,39500,38500,41500,T0000105
flat,0.0291,263.1828,42400,41000,40000,43400,T0000105
flat,0.0496,263.5806,42400,43900,41000,44400,T0000105
flat,0.0276,264.0947,,40000,109800,0,T0000105
flat,0.0384,264.3645,42900,42400,40500,43400,T0000105
flat,0.0322,266.0997,47300,47300,46300,48300,T0000105
flat,0.0583,266.2451,48800,47800,44900,48800,T0000105
flat,0.0742,266.4171,41000,41000,40500,42400,T0000105
flat,0.0256,266.5267,42900,42900,42400,42900,T0000105
